number,incident_state,active,made_sla,caller_id,opened_at,sys_updated_at,category,subcategory,impact,priority,assigned_to,knowledge,closed_code,resolved_by,resolved_at,closed_at
INC0001285,Closed,FALSE,TRUE,Caller 4508,01-03-2016 03:57,06-03-2016 05:00,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 208,TRUE,code 2,Resolved by 189,01-03-2016 04:17,06-03-2016 05:00
INC0001290,New,TRUE,TRUE,Caller 3560,01-03-2016 06:05,01-03-2016 06:05,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 133,17-03-2016 14:28,24-03-2016 18:59
INC0001292,Active,TRUE,TRUE,Caller 3560,01-03-2016 06:05,11-03-2016 19:50,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 133,17-03-2016 14:28,24-03-2016 18:59
INC0001293,Awaiting User Info,TRUE,TRUE,Caller 3560,01-03-2016 06:05,15-03-2016 08:13,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 133,17-03-2016 14:28,24-03-2016 18:59
INC0001294,Resolved,TRUE,TRUE,Caller 3560,01-03-2016 06:05,17-03-2016 14:28,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 149,TRUE,code 9,Resolved by 133,17-03-2016 14:28,24-03-2016 18:59
INC0001295,Closed,FALSE,FALSE,Caller 3560,01-03-2016 06:05,24-03-2016 18:59,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 149,TRUE,code 9,Resolved by 133,17-03-2016 14:28,24-03-2016 18:59
INC0001297,New,TRUE,TRUE,Caller 876,01-03-2016 07:09,01-03-2016 07:09,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 2,03-03-2016 10:13,08-03-2016 11:00
INC0001298,Resolved,TRUE,TRUE,Caller 876,01-03-2016 07:09,03-03-2016 10:13,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,,TRUE,code 7,Resolved by 2,03-03-2016 10:13,08-03-2016 11:00
INC0001299,Closed,FALSE,TRUE,Caller 876,01-03-2016 07:09,08-03-2016 11:00,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,,TRUE,code 7,Resolved by 2,03-03-2016 10:13,08-03-2016 11:00
INC0001307,New,TRUE,TRUE,Caller 1065,01-03-2016 07:55,01-03-2016 07:59,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,01-03-2016 09:16,06-03-2016 10:00
INC0001308,Active,TRUE,TRUE,Caller 1065,01-03-2016 07:55,01-03-2016 08:57,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,01-03-2016 09:16,06-03-2016 10:00
INC0001309,Awaiting User Info,TRUE,TRUE,Caller 1065,01-03-2016 07:55,01-03-2016 09:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,01-03-2016 09:16,06-03-2016 10:00
INC0001310,Resolved,TRUE,TRUE,Caller 1065,01-03-2016 07:55,01-03-2016 09:16,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,01-03-2016 09:16,06-03-2016 10:00
INC0001311,Closed,FALSE,TRUE,Caller 1065,01-03-2016 07:55,06-03-2016 10:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,01-03-2016 09:16,06-03-2016 10:00
INC0001315,New,TRUE,TRUE,Caller 1777,01-03-2016 08:00,01-03-2016 08:10,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 215,02-03-2016 17:23,07-03-2016 18:00
INC0001317,Resolved,TRUE,TRUE,Caller 1777,01-03-2016 08:00,02-03-2016 17:23,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 215,02-03-2016 17:23,07-03-2016 18:00
INC0001318,Closed,FALSE,TRUE,Caller 1777,01-03-2016 08:00,07-03-2016 18:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 215,02-03-2016 17:23,07-03-2016 18:00
INC0001322,New,TRUE,TRUE,Caller 3476,01-03-2016 08:10,01-03-2016 08:10,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,,TRUE,code 7,Resolved by 2,03-03-2016 10:10,08-03-2016 11:00
INC0001323,Active,TRUE,TRUE,Caller 3476,01-03-2016 08:10,03-03-2016 10:05,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,Resolver 2,TRUE,code 7,Resolved by 2,03-03-2016 10:10,08-03-2016 11:00
INC0001325,Resolved,TRUE,TRUE,Caller 3476,01-03-2016 08:10,03-03-2016 10:10,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,Resolver 2,TRUE,code 7,Resolved by 2,03-03-2016 10:10,08-03-2016 11:00
INC0001326,Closed,FALSE,TRUE,Caller 3476,01-03-2016 08:10,08-03-2016 11:00,Internal IT,Infrastructure support on application,2 - Medium,3 - Moderate,Resolver 2,TRUE,code 7,Resolved by 2,03-03-2016 10:10,08-03-2016 11:00
INC0001333,Active,TRUE,TRUE,Caller 298,01-03-2016 08:21,03-03-2016 16:32,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 9,Resolved by 215,03-03-2016 17:28,08-03-2016 18:00
INC0001334,Resolved,TRUE,TRUE,Caller 298,01-03-2016 08:21,03-03-2016 17:28,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 9,Resolved by 215,03-03-2016 17:28,08-03-2016 18:00
INC0001335,Closed,FALSE,TRUE,Caller 298,01-03-2016 08:21,08-03-2016 18:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 9,Resolved by 215,03-03-2016 17:28,08-03-2016 18:00
INC0001347,Active,TRUE,TRUE,Caller 1854,01-03-2016 08:29,01-03-2016 08:35,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 201,TRUE,code 6,Resolved by 183,03-03-2016 09:21,08-03-2016 10:00
INC0001348,Resolved,TRUE,TRUE,Caller 1854,01-03-2016 08:29,03-03-2016 09:21,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 201,TRUE,code 6,Resolved by 183,03-03-2016 09:21,08-03-2016 10:00
INC0001349,Closed,FALSE,TRUE,Caller 1854,01-03-2016 08:29,08-03-2016 10:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 201,TRUE,code 6,Resolved by 183,03-03-2016 09:21,08-03-2016 10:00
INC0001363,New,TRUE,TRUE,Caller 1777,01-03-2016 08:37,01-03-2016 08:53,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 236,TRUE,?,Resolved by 215,02-03-2016 11:07,07-03-2016 12:00
INC0001364,Active,TRUE,TRUE,Caller 1777,01-03-2016 08:37,02-03-2016 09:53,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 236,TRUE,?,Resolved by 215,02-03-2016 11:07,07-03-2016 12:00
INC0001365,Resolved,TRUE,TRUE,Caller 1777,01-03-2016 08:37,02-03-2016 11:07,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 236,TRUE,?,Resolved by 215,02-03-2016 11:07,07-03-2016 12:00
INC0001366,Closed,FALSE,TRUE,Caller 1777,01-03-2016 08:37,07-03-2016 12:00,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 236,TRUE,?,Resolved by 215,02-03-2016 11:07,07-03-2016 12:00
INC0001368,New,TRUE,TRUE,Caller 2071,01-03-2016 08:40,01-03-2016 08:52,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 11,Resolved by 113,03-03-2016 13:41,08-03-2016 14:00
INC0001369,Resolved,TRUE,TRUE,Caller 2071,01-03-2016 08:40,03-03-2016 13:41,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 11,Resolved by 113,03-03-2016 13:41,08-03-2016 14:00
INC0001370,Closed,FALSE,TRUE,Caller 2071,01-03-2016 08:40,08-03-2016 14:00,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 11,Resolved by 113,03-03-2016 13:41,08-03-2016 14:00
INC0001376,Active,TRUE,TRUE,Caller 1964,01-03-2016 08:45,01-03-2016 08:47,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 33,TRUE,code 7,Resolved by 66,16-03-2016 13:02,24-03-2016 18:59
INC0001377,Awaiting User Info,TRUE,TRUE,Caller 1964,01-03-2016 08:45,01-03-2016 10:20,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 33,TRUE,code 7,Resolved by 66,16-03-2016 13:02,24-03-2016 18:59
INC0001391,New,TRUE,TRUE,Caller 3166,01-03-2016 08:53,01-03-2016 08:53,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 5,Resolved by 184,01-03-2016 19:47,06-03-2016 20:00
INC0001392,Awaiting User Info,TRUE,TRUE,Caller 3166,01-03-2016 08:53,01-03-2016 13:58,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 5,Resolved by 184,01-03-2016 19:47,06-03-2016 20:00
INC0001393,Resolved,TRUE,TRUE,Caller 3166,01-03-2016 08:53,01-03-2016 19:47,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 5,Resolved by 184,01-03-2016 19:47,06-03-2016 20:00
INC0001394,Closed,FALSE,TRUE,Caller 3166,01-03-2016 08:53,06-03-2016 20:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 5,Resolved by 184,01-03-2016 19:47,06-03-2016 20:00
INC0001408,New,TRUE,TRUE,Caller 649,01-03-2016 09:00,01-03-2016 09:02,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 34,TRUE,code 6,Resolved by 33,01-03-2016 14:19,06-03-2016 15:00
INC0001409,Active,TRUE,TRUE,Caller 649,01-03-2016 09:00,01-03-2016 14:07,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 34,TRUE,code 6,Resolved by 33,01-03-2016 14:19,06-03-2016 15:00
INC0001410,Resolved,TRUE,TRUE,Caller 649,01-03-2016 09:00,01-03-2016 14:19,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 34,TRUE,code 6,Resolved by 33,01-03-2016 14:19,06-03-2016 15:00
INC0001412,Closed,FALSE,TRUE,Caller 649,01-03-2016 09:00,06-03-2016 15:00,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 34,TRUE,code 6,Resolved by 33,01-03-2016 14:19,06-03-2016 15:00
INC0001418,New,TRUE,TRUE,Caller 5186,01-03-2016 09:03,01-03-2016 09:09,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,04-03-2016 09:29,09-03-2016 10:00
INC0001419,Active,TRUE,TRUE,Caller 5186,01-03-2016 09:03,03-03-2016 16:56,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 253,TRUE,code 5,Resolved by 227,04-03-2016 09:29,09-03-2016 10:00
INC0001422,Awaiting User Info,TRUE,TRUE,Caller 5186,01-03-2016 09:03,04-03-2016 08:32,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,04-03-2016 09:29,09-03-2016 10:00
INC0001426,Resolved,TRUE,TRUE,Caller 5186,01-03-2016 09:03,04-03-2016 09:29,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,04-03-2016 09:29,09-03-2016 10:00
INC0001427,Closed,FALSE,TRUE,Caller 5186,01-03-2016 09:03,09-03-2016 10:00,Admin,Building access required,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,04-03-2016 09:29,09-03-2016 10:00
INC0001431,New,TRUE,TRUE,Caller 225,01-03-2016 09:08,01-03-2016 09:12,HR Services,Please change the manager details due to change in project,1 - High,2 - High,Resolver 58,TRUE,code 6,Resolved by 53,02-03-2016 13:14,07-03-2016 14:00
INC0001433,Active,TRUE,TRUE,Caller 225,01-03-2016 09:08,02-03-2016 13:08,HR Services,Please change the manager details due to change in project,1 - High,2 - High,Resolver 58,TRUE,code 6,Resolved by 53,02-03-2016 13:14,07-03-2016 14:00
INC0001434,Resolved,TRUE,TRUE,Caller 225,01-03-2016 09:08,02-03-2016 13:14,HR Services,Please change the manager details due to change in project,1 - High,2 - High,Resolver 58,TRUE,code 6,Resolved by 53,02-03-2016 13:14,07-03-2016 14:00
INC0001436,Closed,FALSE,FALSE,Caller 225,01-03-2016 09:08,07-03-2016 14:00,HR Services,Please change the manager details due to change in project,1 - High,2 - High,Resolver 58,TRUE,code 6,Resolved by 53,02-03-2016 13:14,07-03-2016 14:00
INC0001472,New,TRUE,TRUE,Caller 3048,01-03-2016 09:15,01-03-2016 09:21,Hardware,Request for new laptop/monitor setup,3 - Low,4 - Low,Resolver 184,TRUE,code 6,Resolved by 167,03-03-2016 11:56,08-03-2016 12:00
INC0001473,Awaiting User Info,TRUE,TRUE,Caller 3048,01-03-2016 09:15,01-03-2016 16:07,Hardware,Request for new laptop/monitor setup,3 - Low,4 - Low,Resolver 201,TRUE,code 6,Resolved by 167,03-03-2016 11:56,08-03-2016 12:00
INC0001474,Active,TRUE,TRUE,Caller 3048,01-03-2016 09:15,03-03-2016 09:21,Hardware,Request for new laptop/monitor setup,3 - Low,4 - Low,Resolver 184,TRUE,code 6,Resolved by 167,03-03-2016 11:56,08-03-2016 12:00
INC0001475,Resolved,TRUE,TRUE,Caller 3048,01-03-2016 09:15,03-03-2016 11:56,Hardware,Request for new laptop/monitor setup,3 - Low,4 - Low,Resolver 184,TRUE,code 6,Resolved by 167,03-03-2016 11:56,08-03-2016 12:00
INC0001476,Closed,FALSE,TRUE,Caller 3048,01-03-2016 09:15,08-03-2016 12:00,Hardware,Request for new laptop/monitor setup,3 - Low,4 - Low,Resolver 184,TRUE,code 6,Resolved by 167,03-03-2016 11:56,08-03-2016 12:00
INC0001480,New,TRUE,TRUE,Caller 2484,01-03-2016 09:18,01-03-2016 09:19,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,08-03-2016 13:31,24-03-2016 18:40
INC0001481,Active,TRUE,TRUE,Caller 2484,01-03-2016 09:18,02-03-2016 13:29,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,08-03-2016 13:31,24-03-2016 18:40
INC0001482,Resolved,TRUE,TRUE,Caller 2484,01-03-2016 09:18,08-03-2016 13:31,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,08-03-2016 13:31,24-03-2016 18:40
INC0001483,Closed,FALSE,FALSE,Caller 2484,01-03-2016 09:18,24-03-2016 18:40,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 125,TRUE,code 5,Resolved by 113,08-03-2016 13:31,24-03-2016 18:40
INC0001488,New,TRUE,TRUE,Caller 3826,01-03-2016 09:22,01-03-2016 09:31,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,TRUE,code 6,Resolved by 22,02-03-2016 11:29,07-03-2016 12:00
INC0001490,Active,TRUE,TRUE,Caller 3826,01-03-2016 09:22,01-03-2016 10:09,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,TRUE,code 6,Resolved by 22,02-03-2016 11:29,07-03-2016 12:00
INC0001491,Awaiting User Info,TRUE,TRUE,Caller 3826,01-03-2016 09:22,01-03-2016 10:34,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 24,TRUE,code 6,Resolved by 22,02-03-2016 11:29,07-03-2016 12:00
INC0001494,New,TRUE,TRUE,Caller 1009,01-03-2016 09:23,01-03-2016 09:23,Hardware,Request for new laptop/monitor setup,3 - Low,4 - Low,?,TRUE,code 6,Resolved by 175,03-03-2016 15:51,08-03-2016 16:00
INC0001495,Awaiting User Info,TRUE,TRUE,Caller 1009,01-03-2016 09:23,02-03-2016 14:54,Hardware,Request for new laptop/monitor setup,2 - Medium,4 - Low,?,TRUE,code 6,Resolved by 175,03-03-2016 15:51,08-03-2016 16:00
INC0001496,Resolved,TRUE,TRUE,Caller 1009,01-03-2016 09:23,03-03-2016 15:51,Hardware,Request for new laptop/monitor setup,2 - Medium,4 - Low,?,TRUE,code 6,Resolved by 175,03-03-2016 15:51,08-03-2016 16:00
INC0001498,Closed,FALSE,TRUE,Caller 1009,01-03-2016 09:23,08-03-2016 16:00,Hardware,Request for new laptop/monitor setup,2 - Medium,4 - Low,?,TRUE,code 6,Resolved by 175,03-03-2016 15:51,08-03-2016 16:00
INC0001500,New,TRUE,TRUE,Caller 1760,01-03-2016 09:28,01-03-2016 09:32,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 132,03-03-2016 14:20,08-03-2016 15:00
INC0001501,Active,TRUE,TRUE,Caller 1760,01-03-2016 09:28,02-03-2016 09:25,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 78,TRUE,code 6,Resolved by 132,03-03-2016 14:20,08-03-2016 15:00
INC0001502,Resolved,TRUE,TRUE,Caller 1760,01-03-2016 09:28,03-03-2016 14:20,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 132,03-03-2016 14:20,08-03-2016 15:00
INC0001505,Closed,FALSE,TRUE,Caller 1760,01-03-2016 09:28,08-03-2016 15:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 132,03-03-2016 14:20,08-03-2016 15:00
INC0001508,Active,TRUE,TRUE,Caller 1522,01-03-2016 09:29,01-03-2016 09:36,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 99,TRUE,code 6,Resolved by 89,11-03-2016 12:12,24-03-2016 18:50
INC0001510,Resolved,TRUE,TRUE,Caller 1522,01-03-2016 09:29,11-03-2016 12:12,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 99,TRUE,code 6,Resolved by 89,11-03-2016 12:12,24-03-2016 18:50
INC0001512,Closed,FALSE,FALSE,Caller 1522,01-03-2016 09:29,24-03-2016 18:50,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 99,TRUE,code 6,Resolved by 89,11-03-2016 12:12,24-03-2016 18:50
INC0001518,New,TRUE,TRUE,Caller 3626,01-03-2016 09:36,01-03-2016 09:37,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 62,01-03-2016 15:25,06-03-2016 16:00
INC0001519,Resolved,TRUE,TRUE,Caller 3626,01-03-2016 09:36,01-03-2016 15:25,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 62,01-03-2016 15:25,06-03-2016 16:00
INC0001522,Closed,FALSE,TRUE,Caller 3626,01-03-2016 09:36,06-03-2016 16:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 62,01-03-2016 15:25,06-03-2016 16:00
INC0001547,Active,TRUE,TRUE,Caller 4539,01-03-2016 09:42,01-03-2016 09:42,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 170,04-03-2016 11:29,09-03-2016 12:00
INC0001594,New,TRUE,TRUE,Caller 684,01-03-2016 09:47,01-03-2016 09:52,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 111,TRUE,code 6,Resolved by 100,01-03-2016 12:26,06-03-2016 13:00
INC0001595,Active,TRUE,TRUE,Caller 684,01-03-2016 09:47,01-03-2016 09:53,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 33,TRUE,code 6,Resolved by 100,01-03-2016 12:26,06-03-2016 13:00
INC0001596,Resolved,TRUE,TRUE,Caller 684,01-03-2016 09:47,01-03-2016 12:26,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 111,TRUE,code 6,Resolved by 100,01-03-2016 12:26,06-03-2016 13:00
INC0001599,Closed,FALSE,TRUE,Caller 684,01-03-2016 09:47,06-03-2016 13:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 111,TRUE,code 6,Resolved by 100,01-03-2016 12:26,06-03-2016 13:00
INC0001621,New,TRUE,TRUE,Caller 4413,01-03-2016 09:54,01-03-2016 10:10,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 111,TRUE,code 6,Resolved by 100,07-03-2016 16:16,24-03-2016 18:40
INC0001622,Active,TRUE,TRUE,Caller 4413,01-03-2016 09:54,01-03-2016 16:18,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 111,TRUE,code 6,Resolved by 100,07-03-2016 16:16,24-03-2016 18:40
INC0001625,Awaiting User Info,TRUE,TRUE,Caller 4413,01-03-2016 09:54,01-03-2016 16:59,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 111,TRUE,code 6,Resolved by 100,07-03-2016 16:16,24-03-2016 18:40
INC0001627,Resolved,TRUE,TRUE,Caller 4413,01-03-2016 09:54,07-03-2016 16:16,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,Resolver 111,TRUE,code 6,Resolved by 100,07-03-2016 16:16,24-03-2016 18:40
